maintenance_id,machine_id,timestamp,maintenance_type,duration_min
WO004771,M13B,2026-05-12 15:37:00,PM,16.8
WO004772,M14A,2026-10-01 19:11:00,inspection,50.5
WO004773,M21A,2026-04-20 05:55:00,inspection,27.2
WO004774,M10B,2026-01-17 02:47:00,PM,136.4
WO004775,M08B,2026-08-20 20:34:00,PM,27.8
WO004776,M10A,2026-03-25 03:08:00,PM,9.4
WO004777,M24B,2026-06-27 16:17:00,corrective,68.3
WO004778,M23A,2026-08-04 17:58:00,PM,23.7
WO004779,M04A,2026-01-23 02:57:00,calibration,5.0
WO004780,M02B,2026-10-05 09:19:00,PM,57.5
WO004781,M05A,2026-06-15 06:22:00,corrective,72.6
WO004782,M02A,2026-10-24 21:50:00,PM,79.8
WO004783,M16B,2026-07-11 15:59:00,corrective,57.7
WO004784,M15A,2026-02-16 03:48:00,calibration,61.7
WO004785,M18A,2026-07-22 00:55:00,PM,48.9
WO004786,M07B,2026-03-10 14:21:00,PM,21.7
WO004787,M28B,2026-07-25 10:44:00,calibration,92.9
WO004788,M15A,2026-09-15 02:00:00,PM,8.8
WO004789,M15B,2026-08-14 18:09:00,corrective,31.7
WO004790,M10A,2026-07-04 07:31:00,inspection,126.9
WO004791,M11B,2026-06-22 05:32:00,PM,17.2
WO004792,M25A,2026-05-05 16:28:00,PM,73.3
WO004793,M07A,2026-03-14 08:04:00,PM,73.9
WO004794,M02B,2026-09-15 05:59:00,calibration,49.3
WO004795,M28A,2026-08-10 08:52:00,corrective,30.5
WO004796,M16A,2026-10-24 00:17:00,inspection,98.5
WO004797,M26A,2026-09-02 22:08:00,calibration,47.8
WO004798,M18A,2026-04-20 20:49:00,PM,86.0
WO004799,M10B,2026-01-16 18:54:00,inspection,76.2
WO004800,M16B,2026-05-07 02:21:00,calibration,61.9
WO004801,M19A,2026-01-17 09:36:00,PM,75.6
WO004802,M25B,2026-03-13 08:13:00,PM,125.3
WO004803,M16A,2026-05-17 22:29:00,inspection,117.8
WO004804,M02A,2026-04-03 02:35:00,PM,66.8
WO004805,M03A,2026-06-12 14:21:00,PM,34.3
WO004806,M16B,2026-04-19 01:36:00,corrective,67.0
WO004807,M15B,2026-07-18 16:10:00,inspection,136.9
WO004808,M10A,2026-08-27 04:54:00,corrective,35.3
WO004809,M02B,2026-04-12 11:22:00,corrective,50.1
WO004810,M05A,2026-10-22 20:25:00,inspection,89.7
WO004811,M04A,2026-03-24 16:04:00,PM,96.7
WO004812,M16A,2026-09-06 09:56:00,PM,19.0
WO004813,M17B,2026-03-18 04:07:00,PM,177.2
WO004814,M03A,2026-02-10 19:35:00,corrective,61.4
WO004815,M18B,2026-08-10 16:04:00,PM,11.7
WO004816,M16A,2026-01-19 10:19:00,inspection,26.1
WO004817,M23A,2026-06-19 23:05:00,PM,114.8
WO004818,M22A,2026-06-16 03:55:00,calibration,84.7
WO004819,M10A,2026-03-15 08:18:00,corrective,60.4
WO004820,M04B,2026-02-01 12:11:00,calibration,53.9
WO004821,M25A,2026-04-22 20:34:00,corrective,102.4
WO004822,M07B,2026-08-15 23:52:00,corrective,36.5
WO004823,M12A,2026-03-31 09:13:00,calibration,31.5
WO004824,M13B,2026-06-23 16:01:00,PM,55.3
WO004825,M18A,2026-03-27 16:24:00,corrective,63.3
WO004826,M05B,2026-08-11 10:32:00,PM,107.4
WO004827,M07A,2026-04-23 02:20:00,calibration,75.0
WO004828,M28B,2026-02-11 18:28:00,corrective,120.1
WO004829,M01A,2026-10-18 20:01:00,corrective,5.0
WO004830,M04A,2026-04-16 01:35:00,inspection,61.4
WO004831,M24A,2026-08-22 22:20:00,inspection,5.0
WO004832,M17B,2026-09-17 10:55:00,inspection,107.7
WO004833,M03B,2026-03-13 14:06:00,PM,25.8
WO004834,M01B,2026-05-19 04:19:00,PM,80.1
WO004835,M24B,2026-07-01 18:54:00,PM,40.2
WO004836,M06A,2026-10-27 10:00:00,corrective,55.5
WO004837,M07A,2026-09-13 05:32:00,calibration,59.2
WO004838,M16A,2026-08-18 02:09:00,calibration,47.4
WO004839,M19A,2026-04-14 01:07:00,PM,39.1
WO004840,M27A,2026-10-10 19:12:00,PM,28.0
WO004841,M01A,2026-06-22 23:22:00,corrective,41.1
WO004842,M05A,2026-09-13 03:50:00,calibration,23.3
WO004843,M12B,2026-09-21 18:12:00,corrective,24.3
WO004844,M23B,2026-09-14 03:25:00,inspection,152.8
WO004845,M27A,2026-04-03 01:35:00,PM,57.0
WO004846,M26A,2026-07-27 18:57:00,PM,107.0
WO004847,M20B,2026-06-29 12:27:00,PM,45.7
WO004848,M16A,2026-01-24 16:51:00,corrective,76.9
WO004849,M17A,2026-04-26 05:25:00,inspection,121.5
WO004850,M26A,2026-06-21 09:14:00,calibration,84.7
WO004851,M16A,2026-02-01 23:26:00,calibration,23.3
WO004852,M04B,2026-10-15 20:09:00,calibration,50.3
WO004853,M16B,2026-07-03 15:59:00,corrective,57.0
WO004854,M15B,2026-03-23 23:21:00,PM,21.5
WO004855,M15A,2026-10-03 19:23:00,corrective,66.7
WO004856,M08A,2026-02-15 22:17:00,PM,41.0
WO004857,M20A,2026-05-15 13:20:00,PM,24.6
WO004858,M08A,2026-10-18 19:35:00,PM,83.1
WO004859,M23A,2026-04-27 16:10:00,PM,50.4
WO004860,M11A,2026-08-20 10:02:00,inspection,42.6
WO004861,M28A,2026-02-24 00:52:00,PM,6.2
WO004862,M17A,2026-04-17 03:49:00,corrective,89.9
WO004863,M12B,2026-03-11 14:31:00,inspection,25.1
WO004864,M12B,2026-09-02 22:14:00,PM,28.3
WO004865,M06A,2026-05-21 11:06:00,corrective,30.1
WO004866,M16B,2026-03-13 19:14:00,PM,96.1
WO004867,M22B,2026-06-20 19:03:00,PM,123.5
WO004868,M24B,2026-07-15 10:07:00,PM,46.8
WO004869,M23A,2026-06-14 21:09:00,PM,143.1
WO004870,M18B,2026-02-10 21:59:00,calibration,149.4
WO004871,M24A,2026-07-09 23:34:00,calibration,24.9
WO004872,M05A,2026-09-16 04:03:00,inspection,15.4
WO004873,M26B,2026-10-07 01:04:00,inspection,87.8
WO004874,M12A,2026-06-08 18:39:00,PM,54.8
WO004875,M07A,2026-09-17 19:51:00,calibration,173.6
WO004876,M19A,2026-01-19 10:40:00,calibration,24.2
WO004877,M21A,2026-10-18 12:54:00,PM,9.0
WO004878,M01B,2026-03-10 22:17:00,PM,79.7
WO004879,M28A,2026-09-15 17:50:00,PM,49.5
WO004880,M14A,2026-03-02 20:26:00,inspection,152.0
WO004881,M02B,2026-05-03 19:48:00,inspection,44.7
WO004882,M11B,2026-09-25 22:07:00,PM,33.6
WO004883,M26B,2026-03-02 11:04:00,corrective,143.5
WO004884,M11B,2026-02-18 19:17:00,calibration,80.7
WO004885,M07B,2026-06-25 23:37:00,PM,35.4
WO004886,M11A,2026-05-01 12:16:00,corrective,23.1
WO004887,M21A,2026-06-29 18:32:00,calibration,5.0
WO004888,M06A,2026-05-02 17:54:00,PM,32.9
WO004889,M18B,2026-02-02 20:16:00,PM,104.6
WO004890,M19B,2026-03-10 12:33:00,corrective,101.7
WO004891,M21B,2026-06-07 01:40:00,PM,225.0
WO004892,M21A,2026-07-16 17:17:00,PM,138.3
WO004893,M28B,2026-01-23 02:01:00,PM,127.8
WO004894,M04B,2026-03-12 08:38:00,PM,83.3
WO004895,M01A,2026-05-10 17:10:00,corrective,18.9
WO004896,M21B,2026-03-08 07:06:00,PM,67.2
WO004897,M07A,2026-10-15 23:38:00,inspection,39.2
WO004898,M23B,2026-07-05 23:39:00,corrective,32.6
WO004899,M23B,2026-06-05 09:04:00,inspection,68.2
WO004900,M18B,2026-08-12 10:42:00,inspection,36.4
WO004901,M26A,2026-02-24 10:37:00,calibration,68.0
WO004902,M05B,2026-01-06 20:04:00,PM,85.0
WO004903,M09B,2026-07-13 08:20:00,PM,39.6
WO004904,M16A,2026-09-27 15:47:00,corrective,166.1
WO004905,M06B,2026-08-16 08:17:00,calibration,21.8
WO004906,M08A,2026-03-27 17:37:00,calibration,45.5
WO004907,M23A,2026-06-01 06:37:00,PM,49.1
WO004908,M09A,2026-06-30 10:15:00,corrective,40.0
WO004909,M03B,2026-05-26 23:03:00,calibration,72.8
WO004910,M26B,2026-02-08 04:45:00,PM,93.2
WO004911,M03A,2026-01-31 12:07:00,PM,5.2
WO004912,M28A,2026-04-13 06:27:00,PM,269.7
WO004913,M28A,2026-10-06 22:49:00,corrective,34.3
WO004914,M14B,2026-09-24 08:16:00,calibration,48.7
WO004915,M24A,2026-06-03 01:01:00,PM,89.8
WO004916,M25A,2026-04-17 00:29:00,corrective,54.7
WO004917,M05A,2026-09-30 16:16:00,PM,54.5
WO004918,M17A,2026-03-29 18:37:00,calibration,127.3
WO004919,M09A,2026-07-13 16:48:00,PM,44.3
WO004920,M18B,2026-09-18 15:57:00,PM,26.9
WO004921,M15A,2026-02-28 16:04:00,PM,70.4
WO004922,M22A,2026-02-26 23:24:00,PM,27.2
WO004923,M13B,2026-01-22 03:38:00,inspection,53.3
WO004924,M08A,2026-05-14 00:45:00,corrective,38.6
WO004925,M24A,2026-10-02 14:58:00,calibration,89.7
WO004926,M26A,2026-09-28 21:36:00,calibration,37.8
WO004927,M23B,2026-05-07 04:31:00,inspection,59.4
WO004928,M09B,2026-06-27 10:25:00,PM,63.4
WO004929,M20A,2026-06-03 22:37:00,PM,25.1
WO004930,M13A,2026-10-08 10:28:00,PM,22.2
WO004931,M26B,2026-01-20 10:10:00,PM,44.5
WO004932,M18B,2026-08-21 05:05:00,inspection,47.2
WO004933,M26B,2026-05-09 18:57:00,PM,34.0
WO004934,M13A,2026-08-29 06:25:00,PM,11.5
WO004935,M20B,2026-05-31 19:34:00,corrective,121.3
WO004936,M04A,2026-09-20 15:26:00,corrective,119.8
WO004937,M01A,2026-10-04 02:36:00,PM,171.9
WO004938,M19B,2026-03-04 21:33:00,inspection,73.0
WO004939,M07A,2026-04-13 06:45:00,corrective,60.2
WO004940,M04A,2026-04-26 21:53:00,corrective,127.5
WO004941,M11B,2026-07-21 08:28:00,PM,63.6
WO004942,M26B,2026-03-15 06:17:00,PM,77.5
WO004943,M12A,2026-10-11 04:59:00,PM,26.3
WO004944,M17B,2026-06-09 05:12:00,inspection,29.1
WO004945,M01A,2026-03-11 23:23:00,PM,36.3
WO004946,M05A,2026-04-02 04:59:00,PM,29.7
WO004947,M06B,2026-06-14 17:32:00,calibration,141.7
WO004948,M19A,2026-03-20 09:32:00,PM,41.9
WO004949,M28B,2026-03-15 05:00:00,calibration,86.6
WO004950,M22A,2026-07-22 11:27:00,calibration,26.6
WO004951,M02B,2026-05-30 20:36:00,corrective,23.1
WO004952,M17A,2026-06-24 03:22:00,PM,98.6
WO004953,M09A,2026-09-19 12:24:00,corrective,72.7
WO004954,M02B,2026-03-01 23:06:00,calibration,95.6
WO004955,M08B,2026-04-26 13:02:00,PM,27.5
WO004956,M19A,2026-02-10 23:49:00,corrective,54.0
WO004957,M18B,2026-07-13 23:52:00,calibration,115.5
WO004958,M24B,2026-04-23 17:11:00,PM,44.4
WO004959,M27B,2026-05-17 01:32:00,calibration,49.9
WO004960,M03B,2026-01-18 14:20:00,corrective,61.3
WO004961,M07A,2026-04-25 04:34:00,corrective,128.3
WO004962,M05B,2026-08-30 00:17:00,inspection,73.5
WO004963,M25A,2026-04-05 09:27:00,inspection,35.4
WO004964,M22A,2026-02-06 02:16:00,PM,52.1
WO004965,M26B,2026-03-23 14:23:00,corrective,35.3
WO004966,M05B,2026-08-15 00:00:00,PM,35.6
WO004967,M13B,2026-04-13 07:34:00,inspection,110.7
WO004968,M22A,2026-04-24 17:57:00,PM,186.3
WO004969,M02A,2026-09-17 03:53:00,calibration,21.7
WO004970,M14A,2026-05-05 06:45:00,PM,26.8
WO004971,M16A,2026-07-10 22:15:00,calibration,99.7
WO004972,M05A,2026-04-03 08:41:00,PM,96.3
WO004973,M13A,2026-01-21 01:31:00,calibration,43.0
WO004974,M13B,2026-05-14 23:21:00,corrective,71.5
WO004975,M19B,2026-04-25 14:40:00,calibration,80.6
WO004976,M18A,2026-03-28 14:44:00,corrective,56.7
WO004977,M07B,2026-01-08 23:41:00,calibration,71.7
WO004978,M01A,2026-06-18 05:37:00,corrective,38.1
WO004979,M21B,2026-09-04 14:50:00,PM,76.2
WO004980,M10A,2026-06-08 20:19:00,PM,97.7
WO004981,M08A,2026-08-10 06:19:00,PM,45.0
WO004982,M03A,2026-05-20 15:25:00,PM,5.0
WO004983,M11B,2026-05-23 23:43:00,PM,42.2
WO004984,M19B,2026-10-24 20:16:00,inspection,36.1
WO004985,M19B,2026-05-09 19:47:00,PM,12.2
WO004986,M23B,2026-03-04 13:10:00,calibration,143.4
WO004987,M06B,2026-05-22 18:09:00,PM,29.0
WO004988,M07B,2026-09-09 06:20:00,corrective,76.2
WO004989,M22B,2026-09-13 09:03:00,PM,68.8
WO004990,M01B,2026-04-06 03:56:00,PM,5.0
WO004991,M14A,2026-02-14 17:31:00,inspection,50.8
WO004992,M09B,2026-04-25 00:04:00,PM,95.1
WO004993,M01B,2026-09-11 06:53:00,calibration,96.9
WO004994,M02A,2026-09-27 07:53:00,corrective,75.5
WO004995,M07B,2026-04-03 06:19:00,PM,46.0
WO004996,M25A,2026-03-04 04:57:00,PM,72.1
WO004997,M10A,2026-02-23 21:11:00,inspection,38.0
WO004998,M23A,2026-08-13 12:00:00,PM,72.7
WO004999,M09A,2026-07-20 21:03:00,corrective,20.2
WO005000,M28B,2026-04-12 15:02:00,calibration,136.7
WO005001,M25A,2026-07-21 12:32:00,corrective,74.6
WO005002,M18A,2026-07-23 15:49:00,PM,36.2
WO005003,M26B,2026-06-14 21:42:00,calibration,30.9
WO005004,M03A,2026-09-22 16:36:00,PM,83.3
WO005005,M22B,2026-05-14 06:52:00,corrective,16.3
WO005006,M13A,2026-09-10 22:50:00,calibration,85.1
WO005007,M12B,2026-07-24 14:20:00,corrective,139.1
WO005008,M06B,2026-02-25 00:41:00,calibration,38.3
WO005009,M14B,2026-03-25 00:24:00,calibration,78.7
WO005010,M09A,2026-01-31 04:33:00,PM,40.7
WO005011,M13B,2026-07-22 07:29:00,PM,35.3
WO005012,M20B,2026-03-22 11:51:00,PM,164.1
WO005013,M06A,2026-02-17 00:26:00,inspection,54.0
WO005014,M23A,2026-07-31 04:07:00,PM,119.3
WO005015,M19B,2026-08-27 13:35:00,calibration,63.3
WO005016,M09B,2026-05-27 22:39:00,PM,65.3
WO005017,M08A,2026-02-05 11:20:00,calibration,67.8
WO005018,M12A,2026-02-19 03:50:00,corrective,54.3
WO005019,M12B,2026-08-15 23:37:00,inspection,62.4
WO005020,M13B,2026-03-12 04:07:00,inspection,65.7
WO005021,M07A,2026-09-04 01:52:00,corrective,100.6
WO005022,M06A,2026-07-19 05:01:00,inspection,17.9
WO005023,M20A,2026-07-23 13:02:00,PM,90.4
WO005024,M10B,2026-07-31 21:28:00,inspection,17.0
WO005025,M26A,2026-04-07 17:42:00,PM,75.6
WO005026,M15B,2026-10-18 18:40:00,calibration,35.7
WO005027,M04A,2026-02-23 23:37:00,calibration,12.6
WO005028,M19B,2026-07-17 21:02:00,calibration,39.0
WO005029,M28A,2026-10-15 09:58:00,PM,13.3
WO005030,M20B,2026-06-03 06:31:00,corrective,8.1
WO005031,M21B,2026-05-21 06:35:00,corrective,137.8
WO005032,M12B,2026-03-16 03:33:00,calibration,90.3
WO005033,M21A,2026-01-27 23:00:00,inspection,82.0
WO005034,M04A,2026-02-03 17:56:00,corrective,97.6
WO005035,M08A,2026-09-12 01:28:00,calibration,24.6
WO005036,M14B,2026-07-31 16:02:00,PM,40.8
WO005037,M07B,2026-04-24 19:29:00,PM,6.9
WO005038,M10B,2026-01-13 03:43:00,PM,119.3
WO005039,M17A,2026-08-20 08:42:00,inspection,83.6
WO005040,M26A,2026-10-22 15:35:00,PM,90.2
WO005041,M20B,2026-10-26 07:51:00,PM,15.6
WO005042,M10B,2026-05-20 05:31:00,PM,83.7
WO005043,M16B,2026-06-22 23:19:00,inspection,81.5
WO005044,M18B,2026-08-09 02:56:00,corrective,67.6
WO005045,M13A,2026-02-18 17:18:00,PM,82.1
WO005046,M03A,2026-07-02 19:59:00,calibration,42.2
WO005047,M04B,2026-04-20 02:40:00,PM,43.0
WO005048,M14A,2026-03-24 18:34:00,calibration,22.2
WO005049,M02B,2026-02-07 17:50:00,corrective,32.5
WO005050,M07B,2026-02-04 04:12:00,inspection,50.8
WO005051,M05B,2026-05-12 13:26:00,PM,26.7
WO005052,M07B,2026-08-16 17:49:00,corrective,148.2
WO005053,M04B,2026-02-15 00:46:00,PM,85.2
WO005054,M08B,2026-03-29 04:41:00,inspection,174.7
WO005055,M28A,2026-09-08 09:19:00,PM,33.6
WO005056,M10A,2026-03-05 04:56:00,PM,61.3
WO005057,M04A,2026-05-07 11:14:00,corrective,70.3
WO005058,M05B,2026-03-05 02:26:00,corrective,111.5
WO005059,M22A,2026-02-10 08:50:00,PM,94.4
WO005060,M13B,2026-04-15 09:56:00,corrective,62.9
WO005061,M28B,2026-09-25 04:47:00,corrective,64.4
WO005062,M07B,2026-10-15 08:39:00,PM,49.4
WO005063,M21B,2026-02-12 01:24:00,corrective,23.0
WO005064,M06A,2026-09-26 18:51:00,PM,20.9
WO005065,M09A,2026-03-10 03:37:00,corrective,51.7
WO005066,M14B,2026-05-30 21:18:00,calibration,75.9
WO005067,M28B,2026-08-02 22:43:00,calibration,35.3
WO005068,M11B,2026-03-15 22:50:00,PM,33.7
WO005069,M03B,2026-05-21 10:29:00,corrective,76.9
WO005070,M14A,2026-06-19 10:38:00,calibration,15.9
WO005071,M23A,2026-03-11 20:24:00,corrective,51.2
WO005072,M07A,2026-02-24 21:08:00,corrective,9.7
WO005073,M06A,2026-05-09 14:29:00,corrective,21.8
WO005074,M22B,2026-08-17 03:15:00,inspection,44.3
WO005075,M05A,2026-01-20 05:59:00,PM,93.6
WO005076,M19B,2026-07-12 06:15:00,PM,12.2
WO005077,M23B,2026-04-17 12:12:00,corrective,16.8
WO005078,M04B,2026-10-22 06:43:00,calibration,62.0
WO005079,M10A,2026-09-13 08:07:00,corrective,27.1
WO005080,M01B,2026-02-17 04:38:00,calibration,28.5
WO005081,M13B,2026-02-04 09:47:00,PM,77.5
WO005082,M11B,2026-07-26 19:23:00,inspection,60.4
WO005083,M13A,2026-09-23 07:22:00,corrective,40.3
WO005084,M20A,2026-04-17 02:14:00,inspection,36.2
WO005085,M22A,2026-05-07 03:09:00,corrective,19.2
WO005086,M18A,2026-09-13 09:42:00,PM,83.9
WO005087,M17A,2026-03-02 02:05:00,corrective,22.3
WO005088,M18A,2026-09-10 13:24:00,corrective,13.8
WO005089,M26A,2026-07-25 21:42:00,PM,18.9
WO005090,M10B,2026-02-14 05:26:00,PM,51.9
WO005091,M24B,2026-08-06 16:56:00,calibration,16.7
WO005092,M21A,2026-02-12 09:36:00,corrective,91.1
WO005093,M01A,2026-03-14 00:58:00,PM,32.8
WO005094,M23B,2026-05-05 13:11:00,corrective,56.1
WO005095,M24A,2026-06-14 19:52:00,PM,133.8
WO005096,M12A,2026-03-11 12:34:00,PM,66.5
WO005097,M04B,2026-10-14 00:03:00,PM,49.7
WO005098,M17B,2026-01-13 00:47:00,corrective,34.5
WO005099,M19A,2026-08-31 12:39:00,calibration,67.5
WO005100,M09B,2026-09-28 14:35:00,PM,108.4
WO005101,M22B,2026-07-21 19:20:00,corrective,42.5
WO005102,M17A,2026-09-18 19:39:00,PM,30.2
WO005103,M21A,2026-10-23 19:27:00,inspection,26.2
WO005104,M26A,2026-02-12 17:31:00,calibration,33.0
WO005105,M03A,2026-01-22 10:49:00,calibration,76.8
WO005106,M19A,2026-03-15 04:30:00,PM,43.2
WO005107,M03B,2026-07-21 23:44:00,PM,44.5
WO005108,M17A,2026-07-15 01:11:00,PM,80.4
WO005109,M27A,2026-04-03 08:52:00,PM,23.5
WO005110,M27B,2026-09-16 14:02:00,PM,31.5
WO005111,M05B,2026-05-08 00:54:00,corrective,21.0
WO005112,M22B,2026-06-30 08:20:00,PM,30.9
WO005113,M09A,2026-10-15 22:48:00,PM,134.3
WO005114,M24A,2026-09-25 05:09:00,PM,8.4
WO005115,M17A,2026-01-08 22:47:00,inspection,10.9
WO005116,M02B,2026-02-15 11:26:00,corrective,27.7
WO005117,M19A,2026-04-09 12:30:00,PM,70.8
WO005118,M04A,2026-06-30 15:54:00,PM,36.5
WO005119,M21A,2026-02-11 06:11:00,calibration,16.8
WO005120,M10B,2026-03-25 00:16:00,PM,95.9
WO005121,M25B,2026-03-11 03:32:00,corrective,53.3
WO005122,M18A,2026-05-27 22:09:00,corrective,150.8
WO005123,M15B,2026-07-16 01:06:00,corrective,46.0
WO005124,M10A,2026-01-07 13:25:00,inspection,31.9
WO005125,M09B,2026-04-22 00:05:00,PM,9.4
WO005126,M28B,2026-05-29 10:22:00,PM,106.0
WO005127,M09B,2026-06-28 04:20:00,PM,160.6
WO005128,M27B,2026-03-14 19:02:00,corrective,51.9
WO005129,M27B,2026-04-05 20:02:00,inspection,63.4
WO005130,M17B,2026-10-03 02:36:00,calibration,38.2
WO005131,M26A,2026-06-01 07:54:00,calibration,59.7
WO005132,M25A,2026-01-21 02:14:00,corrective,12.0
WO005133,M27B,2026-01-16 16:02:00,calibration,33.6
WO005134,M22A,2026-09-03 05:09:00,corrective,59.1
WO005135,M17B,2026-02-01 07:29:00,inspection,54.4
WO005136,M25B,2026-09-24 15:53:00,calibration,135.2
WO005137,M21B,2026-08-20 17:26:00,PM,20.1
WO005138,M16A,2026-07-29 05:42:00,PM,116.1
WO005139,M07B,2026-07-31 14:41:00,PM,29.7
WO005140,M25A,2026-10-13 17:43:00,calibration,94.1
WO005141,M18B,2026-02-27 06:31:00,PM,84.1
WO005142,M07A,2026-07-12 09:09:00,calibration,50.0
WO005143,M20A,2026-08-10 20:46:00,PM,72.2
WO005144,M28B,2026-01-06 14:39:00,inspection,113.3
WO005145,M27A,2026-06-14 21:59:00,corrective,27.7
WO005146,M03A,2026-06-02 22:19:00,PM,68.8
WO005147,M24A,2026-02-02 14:53:00,corrective,190.8
WO005148,M09B,2026-02-05 06:30:00,PM,34.4
WO005149,M02A,2026-05-23 12:38:00,PM,69.7
WO005150,M12A,2026-05-25 17:53:00,PM,60.9
WO005151,M24A,2026-10-09 08:16:00,inspection,41.6
WO005152,M27A,2026-08-22 13:02:00,PM,181.3
WO005153,M04A,2026-05-04 07:37:00,corrective,44.1
WO005154,M01A,2026-01-20 05:42:00,PM,78.5
WO005155,M11A,2026-08-04 09:52:00,PM,29.7
WO005156,M12A,2026-01-07 13:02:00,PM,79.5
WO005157,M26A,2026-02-13 09:43:00,inspection,120.7
WO005158,M24A,2026-07-24 12:25:00,corrective,71.5
WO005159,M18A,2026-07-03 10:44:00,corrective,133.3
WO005160,M22B,2026-03-31 09:06:00,calibration,92.5
WO005161,M18B,2026-05-15 07:31:00,inspection,128.5
WO005162,M19A,2026-02-18 18:34:00,calibration,38.1
WO005163,M03A,2026-07-01 05:38:00,corrective,45.4
WO005164,M20A,2026-03-04 02:30:00,PM,130.1
WO005165,M10A,2026-04-14 21:56:00,PM,161.9
WO005166,M03A,2026-09-12 18:42:00,PM,88.9
WO005167,M20A,2026-04-27 07:51:00,corrective,127.4
WO005168,M01A,2026-02-20 21:04:00,PM,53.0
WO005169,M04B,2026-06-13 10:16:00,inspection,81.4
WO005170,M21B,2026-09-19 08:18:00,inspection,130.0
WO005171,M23A,2026-06-14 11:08:00,inspection,68.5
WO005172,M10A,2026-01-15 18:32:00,PM,141.8
WO005173,M16A,2026-09-06 17:28:00,corrective,31.1
WO005174,M22A,2026-01-21 23:15:00,corrective,64.6
WO005175,M14A,2026-09-15 05:53:00,PM,42.9
WO005176,M14A,2026-08-13 12:16:00,PM,42.8
WO005177,M12A,2026-10-01 12:07:00,calibration,72.1
WO005178,M19A,2026-06-22 13:10:00,calibration,13.9
WO005179,M24B,2026-10-19 01:47:00,calibration,17.6
WO005180,M24A,2026-03-27 11:47:00,corrective,28.4
WO005181,M26A,2026-09-25 22:38:00,inspection,175.6
WO005182,M14B,2026-04-22 16:28:00,PM,99.9
WO005183,M06B,2026-05-09 01:22:00,corrective,61.6
WO005184,M16B,2026-04-24 11:19:00,PM,98.3
WO005185,M18B,2026-10-25 00:53:00,PM,19.4
WO005186,M04B,2026-05-08 12:21:00,corrective,72.8
WO005187,M12A,2026-07-25 00:51:00,calibration,73.9
WO005188,M02B,2026-05-06 16:18:00,corrective,119.3
WO005189,M15B,2026-10-15 18:37:00,inspection,139.5
WO005190,M24B,2026-06-24 11:04:00,inspection,52.2
WO005191,M24B,2026-02-01 05:38:00,PM,50.2
WO005192,M19A,2026-07-30 20:04:00,corrective,51.2
WO005193,M20A,2026-07-21 15:35:00,corrective,58.5
WO005194,M21B,2026-03-27 04:09:00,PM,46.0
WO005195,M14B,2026-08-11 03:05:00,PM,54.9
WO005196,M07B,2026-03-18 08:34:00,corrective,22.0
WO005197,M01A,2026-06-22 01:01:00,inspection,29.4
WO005198,M09A,2026-01-03 01:10:00,corrective,24.1
WO005199,M16B,2026-10-23 10:46:00,inspection,50.0
WO005200,M05B,2026-10-25 22:24:00,inspection,38.5
WO005201,M08A,2026-09-28 06:14:00,corrective,8.3
WO005202,M10B,2026-01-22 02:44:00,corrective,27.5
WO005203,M07A,2026-04-13 06:15:00,PM,84.4
WO005204,M13A,2026-02-09 01:56:00,inspection,70.6
WO005205,M23B,2026-01-31 21:48:00,PM,127.6
WO005206,M22B,2026-03-26 19:39:00,calibration,74.2
WO005207,M07A,2026-03-08 21:52:00,corrective,92.0
WO005208,M04A,2026-10-04 06:10:00,PM,8.8
WO005209,M27A,2026-02-27 18:19:00,inspection,85.4
WO005210,M22A,2026-02-20 08:34:00,PM,136.9
WO005211,M25B,2026-09-13 02:29:00,corrective,119.5
WO005212,M13B,2026-09-08 12:54:00,calibration,45.2
WO005213,M09A,2026-01-20 01:45:00,corrective,86.1
WO005214,M09A,2026-02-23 20:49:00,calibration,24.3
WO005215,M22B,2026-06-13 22:04:00,PM,36.6
WO005216,M03B,2026-01-22 22:21:00,calibration,27.4
WO005217,M28A,2026-03-01 15:38:00,PM,63.4
WO005218,M12B,2026-08-18 21:30:00,inspection,5.0
WO005219,M26A,2026-09-09 18:46:00,PM,192.2
WO005220,M12A,2026-02-19 01:51:00,PM,23.6
WO005221,M23B,2026-01-17 04:43:00,calibration,178.3
WO005222,M27B,2026-03-05 04:52:00,inspection,56.9
WO005223,M09A,2026-01-08 20:32:00,inspection,148.7
WO005224,M04A,2026-07-11 21:55:00,PM,17.6
WO005225,M07A,2026-01-12 00:12:00,PM,73.4
WO005226,M08A,2026-09-13 07:25:00,corrective,121.5
WO005227,M09A,2026-06-05 16:58:00,corrective,40.2
WO005228,M26B,2026-08-30 15:54:00,inspection,66.2
WO005229,M24B,2026-06-30 01:30:00,corrective,18.0
WO005230,M01A,2026-07-30 00:47:00,corrective,33.5
WO005231,M01A,2026-10-02 13:34:00,PM,71.8
WO005232,M01B,2026-07-05 05:19:00,corrective,54.6
WO005233,M13A,2026-03-22 04:44:00,inspection,113.2
WO005234,M27A,2026-08-09 08:18:00,PM,5.1
WO005235,M08B,2026-05-17 14:28:00,PM,42.7
WO005236,M25B,2026-05-22 23:34:00,calibration,81.7
WO005237,M09A,2026-07-20 18:18:00,PM,39.5
WO005238,M11A,2026-01-22 16:35:00,PM,211.2
WO005239,M23B,2026-01-05 12:58:00,corrective,53.3
WO005240,M12A,2026-10-21 21:56:00,PM,69.3
WO005241,M11B,2026-07-20 23:54:00,corrective,13.8
WO005242,M23B,2026-02-06 11:12:00,inspection,61.7
